,q_text,answer,q_type
1389,请问一淘网的网站口号是什么？,一淘让购物更聪明、更实惠！,1
1390,请问构成保障性住房的主要成分是什么？,廉租住房,1
1391,请问冯曦妤喜欢做什么事啊？,唱歌 填词 弹琴 旅行,1
1392,请问肥东县王铁中心幼儿园总共有多大呢？,6400平方米,4
1393,请问新建村的人均耕地面积有多大？,0.5亩,4
1394,请用典质举个例子造句。,回家变卖典质，父亲还了亏空；,1
1395,请问乌鲁木齐火车西站主要的客运业务是什么啊？,办理旅客乘、降，行李托运,1
1396,请问黑山共和国是什么样的气候？,温带大陆性气候、地中海气候,6
1397,请问可以从哪里获取台北联营公车218路线的管理资讯？,大南汽车,6
1398,请问完美音调在香港又被称作什么啊？,完美巨声帮,1
1399,请问二战经典战役全记录的多看价格为多少？,6,4
1400,请问欧普jylq04是什么样的装修方式啊？,吸顶式,1
1401,请问圣地亚哥有哪个机场？,阿图罗·梅里诺·贝尼特斯准将国际机场,3
1402,请问黄金舞台的主持人是谁啊？,侯佩岑,2
1403,请问是在什么时候批准的郫县豆瓣啊？,2005/12/31,5
1404,请问城西站的电报略号是什么？,ムカ,1
1405,请问萨拉托加号航空母舰有多长？,293.3米,4
1406,请问长城c50的驱动方式是什么？,前轮驱动,1
1407,请问追耘手机销售管理系统的主要功能是什么？,提供方便的价保返利管理,1
1408,请问王皇后的丈夫是谁？,金宣宗（完颜珣）,2
1409,请问波音737的主要用户有哪些公司？,美国航空 联合航空 西南航空 达美航空 瑞安航空 阿拉斯加航空 西捷航空 英国航空 汉莎航空 荷兰皇家航空 s7航空 全日空 日本航空 春秋航空（日本） 大韩航空 澳洲航空 中华航空 中国国际航空 中国南方航空 中国东方航空 厦门航空 上海航空 山东航空 海南航空 深圳航空 奥凯航空 九元航空 河北航空 飞鸟航空 马来西亚航空 土耳其航空,6
1410,请问幸运☆星 这个游戏人数限制为多少？,1～2人,4
1411,请问凤凰山在淡季门票价格是多少啊？,60元/人,4
1412,请问特蕾莎·阿什马尔在什么赛事上取得了银牌？,2000年 悉尼,6
1413,请问行政参与权的主体是谁？,行政相对人,2
1414,请问数控技术的商品大小为？,23.6 x 16.8 x 1.6 cm,4
1415,请问创新digital mp3 lx100的存储介质是哪种类型的？,闪存式,6
1416,请问《华丽一族》的发型语言是什么啊？,汉语,6
1417,请问恶心的软体动物这本书的读者是哪个年龄段？,7-10岁,5
1418,请问鱼目混珠的反义词是什么？,黑白分明、泾渭分明,1
1419,请问南越王墓博物馆中收藏了什么精品？,"""丝缕玉衣\",6
1420,请问塞利米耶清真寺的具体坐标是什么？,41°40′41″n 26°33′34″e,3
1421,请问格里高利·叶菲莫维奇·拉斯普京的国籍是哪？,俄国,3
1422,请问e8型柴油机车的生产量有多少？,496台,4
1423,请问温阳·海港城的主力户型是什么样的啊？,50-90平方米,1
1424,请问铔的规范汉字编号是什么？,u+94d4,4
1425,请问西安浐灞国家湿地公园里最著名的景点是什么啊？,灞柳风雪,3
1426,请问释道心是来自于哪一个电视节目啊？,中央电视台《奋斗》,6
1427,请问长城被誉为什么？,世界八大奇迹之一,1
1428,请问男性产前恐惧症主要表现在什么地方？,安全的恐惧,1
1429,请问小米手机3有多重？,145g,4
1430,请问七的笔顺编号为多少？,15,4
1431,请问2010第十届哈尔滨动力传动展览会的承办单位是？,中国国际贸易促进委员会黑龙分会,6
1432,请问苏州站属于哪个单位？,上海铁路局,6
1433,请问thriller是在什么时候录制的？,1982年5月14日～11月8日,5
1434,请问射影定理的公式是什么？,bd?=ad·dc ?ab?=ac·ad ?bc?=cd·ac,1
1435,请问现代hy-102 4gb是什么类型的屏幕？,高精度耐磨高清触摸屏,6
1436,请问microsoft office 365 是在什么时候发布推出的呢？,2011年6月28日（3年前）,5
1437,请问里卡多·莫尼兹曾经在那个球队工作过？,艾恩德霍芬足球俱乐部,6
1438,请问ibm system x3400 m2(783752c)的电源是什么类型的啊？,服务器专用电源,6
1439,请问氯化钾有没有危险啊？,无,1
1440,请问连连看5是什么语言的游戏？,中文游戏,6
1441,请问佐兰·普里莫拉茨是什么时候取得了铜牌？,1987年 新德里,5
1442,请问教父的原作者是谁啊？,马里奥·普佐,2
1443,请问江苏省海洋与渔业局的法人代表是谁？,王小林,2
1444,请问宁德技师学院以前的名字叫什么啊？,闽东技校,6
1445,请问q块世界是什么时候出现的？,2014年2月30日,5
1446,请问拉尔斯·彼得·汉森在哪里工作啊？,芝加哥大学、卡内基梅隆大学,3
1447,请问nexus 7的cpu是什么样的？,nvidia tegra 3 四核,6
1448,请问哪些人不能使用甲苯喹唑酮啊？,肝功能不良者，孕妇,1
1449,请问阿尔忒弥斯代表着什么啊？,贞洁、月亮,1
1450,请问宝历是从什么时候开始的？,1751年,5
1451,请问石桥镇的友好城市是哪个城市？,泸州市,3
1452,请问刀剑神域的作者是谁？,中村贮子,2
1453,请问圆叶娃儿藤在中国植物志上的编码是什么？,200-1000,4
1454,请问陈红的专业具体是什么？,资本市场制度创新,6
1455,请问谁和她接吻了是在什么时候更新的呢？,2013/1/5,5
1456,请问失重飞机有什么作用？,航天产品的环境实验,1
1457,请问中国服务型制造企业案例集使用的是什么纸张？,胶版纸,6
1458,请问worm.concier可以影响什么系统？,win9x / winnt,6
1459,请问于大宝的球衣号码是多少？,22,4
1460,请问紫杉醇适用于哪些症状？,卵巢癌和乳腺癌,1
1461,请问是哪些人建立了西泠印社啊？,丁辅之、王福庵、吴隐、叶为铭,2
1462,请问德化窑白釉兽耳炉现在保存在哪里？,故宫博物馆,3
1463,请问高尔夫7的轴距有多少？,2637毫米,4
1464,请问史蒂芬霍金的著名成就是什么？,霍金辐射 彭罗斯–霍金奇性定理（英语：penrose–hawking singularity theorems） 《时间简史：从大爆炸到黑洞》,2
1465,请问三星 nv20的机身特性是什么啊？,消费,1
1466,请问阳泉市矿区国土资源管理所的适用地区有哪些？,阳泉市,3
1467,请问哭来笑去散可以治疗什么症状？,牙齿痛，脸肿,1
1468,请问蔷薇少女有多少单行本册数？,连载8卷(已完结),4
1469,请问小荷作文网是什么类型的网站啊？,写作平台,6
1470,请问凤凰山在旺季的时候门票价格为多少？,60元/人,4
1471,请问是谁建立了呼吸乐队？,高旗?曹钧,2
1472,请问高阳公主被册封为什么？,高阳公主，高阳长公主，合浦公主,2
1473,请问飞利浦200bw8的面板类型是什么？,"防眩偏振 , rgb 垂直条纹",6
1474,请问沈眉庄的结局是什么样的？,得知情夫自宫后受惊生产时血崩而死,1
1475,请问叶青是在哪里出道的啊？,内地,3
1476,请问高家村人均纯收入为多少？,6893元,4
1477,请问扶他林软膏是什么类型的膏剂？,软膏剂,6
1478,请问浔油8号的品种审定编号是什么啊？,赣审油2007003,4
1479,请问济南仁品耳鼻喉医院的特色专科是什么？,耳科、鼻科、咽喉科,6
1480,请问冷板凳风洞亚克力版的散热方式是什么样的？,风冷 散热器,1
1481,请问三星i939支持的频段是？,2g：gsm 900/1800/1900,4
1482,请问山西长治高新技术产业园区的规划面积有多大？,9.3平方公里,4
1483,请问涂料粘度测定法的标准号为？,gb/t 1723-1993,4
1484,请问在2006年里士满的人口有多少？,"192,913（估计）",4
1485,请问疫苗乐团的背景资料是什么？,"west london, england",1
1486,请问是哪个公司盛产了苏-15战斗机？,苏霍伊设计局,6
1487,请问神雕侠侣的外景是在哪里拍摄的？,英属香港 清水湾电视城 ( 古装街 ),3
1488,请问九黄晶晶具体位置在哪里啊？,松潘县川主寺镇,3
1489,请问brocade 425（双端口）的接口是什么样的呀？,pci express gen 2.0可兼容,1
1490,请问神堂坪村有什么资源？,锰、芒硝、银、铁矿,1
1491,请问泰勒·斯威夫特是在哪里出道的啊？,美国宾夕法尼亚州怀奥米辛,3
1492,请问艾力克斯·罗德里格斯是打球中是什么角色？,投球： 右,2
1493,请问数控技术制造出来的商品有多重？,440g,4
1494,请问中国人民银行的联系方式是什么啊？,+86?(0)10?6619 4114,4
1495,请问小米手机3有哪些颜色？,白、银、黑、黄、粉、灰、蓝,6
1496,请问苏联和阿富汗友好睦邻合作条约的主要内容是什么？,双方将为保障两国安全,1
1497,请问中美可持续航空生物燃料联合研究实验室是依托哪个机构的？,美国波音公司,6
1498,请问495号州际公路有多长？,120.74英里（194.31千米）,4
1499,请问海盗船c70的机箱试什么样式的啊？,立式,6
1500,请问哈姆雷特的混音效果是什么样的啊？,杜比数码环绕声,1
1501,请问联合车站的车站代码是什么？,was（美铁）,4
1502,请问保税物流园区的业务包括哪些啊？,国际中转,1
1503,请问2012年国际公安司法及血液中心标准dna实验室装备展览会是在哪里举报的？,山东青岛国际会展中心,6
1504,请问吴迪曾经获得过什么奖啊？,2007年中国大学生影像节“最佳男主角”,2
1505,请问小儿垂体性侏儒症的多发季节是什么啊？,四季,5
1506,请问大连大学是由什么地方主管？,大连市,3
1507,请问play.ocx的危害是什么啊？,电脑无故蓝屏,1
1508,请问迈克尔·杰克逊的厂牌是什么？,钢城唱片 摩城唱片 史诗唱片 遗产唱片 mjj制作,2
1509,请问莘庄中学的办学理念是什么啊？,文化奠基、质量立校,1
1510,请问replay是什么时候创立的？,1978 年,5
1511,请问皇家圣光迪莫是什么样子的？,圣光迪莫超进化形态,1
1512,请问金州勇士队的主场馆是哪个？,甲骨文球馆（oracle arena?）,3
1513,请问第一次世界大战总共有多少人伤亡？,"协约国总士兵阵亡: 5,497,600 同盟国总士兵阵亡: 3,382,500 交战双方受伤总数：2000万左右 平民死亡总数：6,493,000",4
1514,请问索尼a580是怎么操作的啊？,aps-c规格数码单反,1
1515,请问是谁演唱的射雕英雄传？,罗 文、甄 妮,2
1516,请问唐海兽葡萄镜被收藏在哪里啊？,浙江省博物馆,3
1517,请问破坏性技术也被成作什么？,破坏性创新,1
1518,请问企业号航空母舰吃水深度有多深？,12米 (39英尺)[1],4
1519,请问乐山的人均gdp有多少？,1134.79亿元人民币（2013年）,4
1520,请问海信xqb60-v3780h的洗涤容量有多大？,6.000l,4
1521,请问是哪个单位颁布了福建省取水许可管理权限规定啊？,福建省人民政府,6
1522,请问国际乒乓球联合会的会长是谁啊？,阿达姆·沙拉拉,2
1523,请问脐寒泻的常见症状有什么？,粪便清白，腹痛肠鸣,1
1524,请问是谁写了对雪？,于石,2
1525,请问国务院部委管理的国家局的行政级别是什么？,副部级,6
1526,请问北京市通州区国家税务局的服务对象是谁？,通州区中市属、区属企业,2
1527,请问亚铬酸镧的einecs编号是什么？,234-629-9,4
1528,请问南靖县地方税务局是什么时候组建的？,1994年,5
1529,请问堀田站2008年的客流量有多少人？,"6,933人/日 -2008年-",4
1530,请问胖溪蟹泸水亚种是哪个目的？,十足目,6
1531,请问企业号航空母舰的乘员有多少人？,"4,539名",4
1532,请问s波段的频率是什么范围的？,2--4ghz,4
1533,请问小张村占地面积有多大？,2721亩,4
1534,请问中国渔政东海总队主要是做什么工作啊？,东海区专属经济区渔政巡航工作,1
1535,请问是谁设计了aldnoah zero这个角色？,松本昌子,2
1536,请问安仁村的主要农产品是什么啊？,木瓜，青豆,6
1537,请问平家物语总共有多少卷啊？,13卷,4
1538,请问是神雕侠侣的片尾曲是什么又是谁演唱的？,伤心太平洋 演唱：任贤齐,2
1539,请问杰斐逊乡占地面积有多大？,35.75?平方英里（92.59?平方公里）,4
1540,请问未央宫是什么时候修建的？,汉高祖七年（公元前200年）,5
1541,请问柑橘炭疽病主要会伤害植物的哪些部位？,叶片、枝梢、果实,6
1542,请问统一号的服务类型是什么啊？,优等列车,6
1543,请问深圳市圈圈网络科技有限公司在哪里啊？,中国深圳市,3
1544,请问张玉被授予了什么爵位？,荣国公→河间王,2
1545,请问先科st988是什么颜色的啊？,黑色,6
1546,请问变形金刚续集是什么啊？,《变形金刚2》,6
1547,请问红光村总共有多少人？,3400,4
1548,请问是哪个机构管理客家语？,台湾地区客家委员会（仅限台湾）,6
1549,请问论剑海是在哪个时期比较活跃？,霹雳侠影之轰掣天下,5
1550,请问趋势tew-210apb的数据传输率为多少啊？,"11mbps, 5.5mbps, 2mbps和1mbps",4
1551,请问三星s5300的摄像头像素有多高呢？,200万像素?cmos,4
1552,请问中国银行的股票代号是什么啊？,上交所：601988 港交所：3988 港交所：4601,1
1553,请问安杰洛哪只脚为惯用脚？,右脚,2
1554,请问与东区临近的地区有哪些？,北区、中区、西区、南区、 大里区、太平区,3
1555,请问洋葱凉拌花生米做法简单吗？,简单,1
1556,请问韶山9型电力机车的产量为多少？,43台+171台改进型,4
1557,请问aoc 2282v5 的最佳分辨率为多大？,22英寸,4
1558,"请问2-氨基-4-甲基-6-甲氧基-1,3,5-三嗪的相对分子质量为多少？",140.14,4
1559,请问是谁写了出口退税与中国对外贸易啊？,斐长洪，高培勇 主编下,2
1560,请问国家体育场是什么时候开始修建的啊？,2003年12月,5
1561,请问锅包肉是哪个地方的食物啊？,东北,3
1562,请问是谁命名了小瓮猪笼草啊？,v.b.heinrich & s.mcpherson,2
1563,请问对雪的体裁是什么？,七绝,6
1564,请问凡人修仙传是从什么时候开始创作的？,2008年(戊子年)2月20日,5
1565,请问新港街道的代码是什么？,350103004,4
1566,请问二战经典战役全记录纸书卖多少钱啊？,29,4
1567,请问茨维考西萨克森高等专业学院是什么时候建校的？,1897,5
1568,请问由肾上腺素引发的不良反应有哪些？,恶心呕吐、面色苍白、心动过速、胸部压迫等,1
1569,请问einecs登录号是什么啊？,215-211-5,4
1570,请问万州长江三桥是什么时候修建完成的啊？,在建,5
1571,请问名装网的服务范围包含了哪些地区？,深圳地区：罗湖区、宝安区,3
1572,请问空之境界的作画监督是谁？,高橋タクロヲ,2
1573,请问至尊高手是什么类型的小说？,都市言情 > 都市重生,6
1574,请问马铃薯枯萎病主要伤害哪种农作物？,马铃薯,6
1575,请问中华恐龙园具体位置在哪里啊？,江苏常州市新北区长江东路1号,3
1576,请问醉生梦死的效果是什么啊？,增加等于品质等级的愤怒值,1
1577,请问我亦独仙的授权是什么级别的啊？,驻站作品,1
1578,请问信息技术工具属于哪个学科？,资源科技,6
1579,请问温尚翊是哪里的人？,广东省梅州市梅县区,3
1580,请问拓拔野的妻子是谁啊？,雨师妾(正妻）,2
1581,请问伏尔加格勒国立大学是哪个国家的啊？,俄罗斯,3
1582,请问弄堂的建筑风格是什么？,由连排的老房子（石库门）构成,1
1583,请问真 · 巨武器破坏者护肩的适用职业是什么啊？,所有职业,6
1584,请问手机密号支持哪些系统？,安卓版，ios版，微信公众号版,6
1585,请问立毛反射亢进这个症状叫什么啊？,立毛反射亢进,1
1586,请问怎么服用褐带环口螺啊？,内服，烧煮，4-5个,1
1587,请问仁保jct属于哪一条公路啊？,广岛吴道路,3
1588,请问狗皮膏药是什么意思？,中医用狗皮膏药消肿止痛,1
1589,请问兰媛媛叫什么？,兰媛媛,2
1590,请问锻仙这本小说是什么状态？,已完结,1
1591,请问新华区的划分代码是什么啊？,410402,4
1592,请问西瓜细菌性果斑病的病原体名称是什么啊？,西瓜细菌斑点假单胞菌,6
1593,请问黑暗小姐的任务是什么？,毁灭地球,1
1594,请问万寿寺是什么时候建造的啊？,公元881年,5
1595,请问seo的同义词有哪些？,seo优化?搜索引擎优化,1
1596,请问韦廷王朝是什么时候建立的？,900年1月1日，1114年前,5
1597,请问roic属于哪个领域？,资本?投入,6
1598,请问怎么使用af任务提醒器呢？,单击”选择提示音乐“并选择音乐,1
1599,请问闭式二尖瓣扩张术适用于什么症状？,二尖瓣无或仅有轻度闭锁不全,1
1600,请问齐齐哈尔南站在哪里啊？,黑龙江省齐齐哈尔市高新区,3
1601,请问原生木质部包含了哪些部分？,后生木质部,6
1602,请问索尼克的其他翻译名字有哪些？,索尼克外传、音速小子,1
1603,请问万寿寺在哪里啊？,浙江省杭州市,3
1604,请问绿色幸福村的环境包括了哪些？,村庄山水、景观、人文、历史,1
1605,请问aldnoah zero的主要人物是谁？,界冢伊奈帆,2
1606,请问新奥尔良的市长是谁？,雷.纳金（民主党）,2
1607,请问天主教维多利亚教区属于哪个教省？,温哥华,3
1608,请问乐山小吃有什么美称？,“食在中国，味在四川”,1
1609,请问v3菱悦的制动方式是什么样的？,前通风盘后盘式,1
1610,请问水果忍者官方中文版是什么语言啊？,简体中文,6
1611,请问哪个电视台可以首播kanon啊？,bs-i,6
1612,请问dj1型电力机车的规矩为多大？,1435mm,4
1613,请问四甲基乙二胺的相关物质是什么啊？,乙二胺、pmdta,6
1614,请问丝的仓颉名是什么啊？,vvm,1
1615,请问海兔主要分布在哪些地方？,世界暖海区域，中国暖海区也有出产,3
1616,请问在中医学中，性欲低下被称为什么？,性欲低下。,1
1617,请问七年雪的主角是谁？,杨帆，沈雪,2
1618,请问劳动法的图书编号是多少？,1080922,4
1619,请问魏华园新区在几环啊？,二环,4
1620,请问激光电视是怎么发展的？,彩电企业在扮演激光推广,1
1621,请问浩方对战平台是什么性质的软件？,免费软件,1
1622,请问什么时候通过的湖北省集体合同条例啊？,2002年3月28日,5
1623,请问高桌晚宴的由来是什么？,高桌晚宴是从英国牛津、剑桥大学,1
1624,请问阿尔法特种部队参与了哪些战役？,阿富汗战争；第一次车臣战争；2002年莫斯科轴承厂文化宫大剧院人质事件；第二次车臣战争；2004年别斯兰人质事件,6
1625,请问日立dz-gx5060sw的传感器是什么类型的？,ccd,6
1626,请问妙手神医的首发网站是哪个？,创世中文网,6
1627,请问大嘴巴是什么类型的音乐？,dj音乐,6
1628,请问2+5+2中的2是什么意思？,第一个“2”是指国人心中地位,1
1629,请问瓦隆古的堂区在哪里？,堂区,3
1630,请问纳粹德国的钱币是什么？,马克,6
1631,请问是用什么工具开发的美丽的秋天啊？,flash,6
1632,请问雷霆2000多管火箭系统的服役记录是什么啊？,未定,1
1633,请问天文咖啡这个游戏标签是什么啊？,逗趣搞笑,1
1634,请问锦苑华府有哪些户型啊？,90-140平方米,1
1635,请问微星n650 power edition的制造工艺是什么？,28纳米,1
1636,请问是在什么时候建立的中国国民党马达加斯加支部？,1962,5
1637,请问红日长升悍马650的电源版本是什么啊？,atx12v2.31,6
1638,请问青海湖是什么类型的湖泊啊？,咸水湖,6
1639,请问神仙活血丹是由什么药品组成的啊？,当归,6
1640,请问是谁设计了韶山9型电力机车？,株机厂、株洲所,2
1641,请问国共内战发生在哪里啊？,中国,3
1642,请问神舟商禧w32t2300的前端总线是什么？,667mhz,6
1643,请问纯情罗曼史是什么时候开始发售的？,2004年1月31日（第一集） 2005年5月27日（第二集） 2005年7月29日（第三集） 2006年1月27日（第四集） 2006年5月26日（第五集） 2006年12月28日（第六集） 2007年5月25日（第七集）,5
1644,请问南京农业大学是什么样的学校啊？,211工程  985优势学科创新平台  111计划,1
1645,请问杨千嬅在联网电影数据库（imdb）中有什么信息啊？,《新扎师妹》(2002年) 《干柴烈火》(2002年) 《行运超人》(2003年) 《新扎师妹2美丽任务》(2003年) 《地下铁》(2003年) 《花好月圆》(2004年) 《煎酿叁宝》(2004年) 《千杯不醉》(2005年) 《天生一对》(2006年) 《每当变幻时》(2007年) 《志明与春娇》(2010年) 《抱抱俏佳人》(2010年) 《春娇与志明》(2012年) 《单身男女2》(2014年),2
1646,请问六须鲶鱼有多长？,可达5m,4
1647,请问北影gt240 阿波罗 tc1g的显存频率是多少？,1800mhz,4
1648,请问韩厥的父亲是谁？,姬輿（韩子舆）,2
1649,请问宾得q7套机(5-15mm)的光学变焦可达多少倍？,3倍,4
1650,请问一氧化碳气体报警器是利用什么方式报警的啊？,探测一氧化碳气体浓度,1
1651,请问笨蛋、测验、召唤兽是在什么时候出版的？,2007年1月29日 - 2013年11月30日,5
1652,请问道康宁pd930的保质期是多长时间？,36个月,5
1653,请问什么时候开展2014世界互联网大会啊？,2014年世界互联网大会11.19-21[2],5
1654,请问江苏省盐业集团有限责任公司的法定代言人是谁？,童玉祥,2
1655,请问最游记的剧本统筹是谁啊？,隅泽克之（日语：隅沢克之）,2
1656,请问北京地铁14号线的轨道标准是什么？,1435mm,1
1657,请问懒人听书这个文件有多大？,3.0 mb,4
1658,请问李贞贤还有哪些家庭成员？,父:李吉戌 母:鲁在姬 4个姐姐,2
1659,请问atgrid支持哪些东西？,多个etset数据集,1
1660,请问灵魂屏障是哪种卡种？,陷阱,1
1661,请问美的f80-30d1是怎么加热的？,电热,1
1662,请问东孝站能办理货运业务吗？,不办理,1
1663,请问坐车郎出自哪里？,世说新语·容止,6
1664,请问西湖区属于哪个行政区啊？,江西省南昌市,3
1665,请问光州的市花是什么啊？,潢川金桂,6
1666,请问砂锅土豆鸡的调位料有哪些？,姜适量、八角适量、葱适量,6
1667,请问水星有多大？,6.083×10^10㎞?,4
1668,请问鹿豚属于哪种亚科？,鹿豚亚科(babyrousinae),6
1669,请问哌醋甲酯缓释片属于哪种类型的药品？,抗精神病葯；精神葯品第一类,6
1670,请问黄浦区的人口情况是什么样的？,户籍人口603714人 常住人口429891人,4
1671,请问格林豪泰（苏州吴中西路快捷酒店）有多少间客房？,62间,4
1672,请问韩国有哪些主要的民族？,华夏、秽貊,6
1673,请问索尼的纯利润有多少？,5.18亿美元（2013年）,4
1674,请问开司米又被分成什么？,白绒,1
1675,请问福特的经营范围是什么？,汽车生产企业,1
1676,请问与凤凰山有关的名人是谁啊？,邓颖超,2
1677,请问神州三宝的例子有什么？,人杰地灵，物华天宝,1
1678,请问灵异妙探的图像制式是什么啊?,720p?hdtv,6
1679,请问一元一次不等式组的1是什么意思？,几个含有同一个未知数,1
1680,请问美男大奥恋爱的后宫要收费吗？,免费,1
1681,请问2002年世界杯足球赛是哪两个国家比赛啊？,韩国/?日本,3
1682,请问南京站是什么类型的车站？,地下岛式站台（1号线车站）,6
1683,请问爱普生eb-cu610wi的标准分辨率是什么啊？,1280×800(dpi),4
1684,请问反恐精英online2的收费方式是什么样子的？,道具收费,1
1685,请问amd 闪龙 3000+（盒）的插槽类型是什么？,socket 754,6
1686,请问北亚美利加洲的平均海拔有多高？,700米,4
1687,请问黄浦区是什么类型的区？,市辖区（已撤销）,6
1688,请问南区的政府编号是什么？,01106-1,4
1689,请问联合车站的营运系统是什么？,美铁,6
1690,请问是谁建立了世界政府啊？,20个有野心的国王,2
1691,请问京沪高速公路的终点在哪里呀？,上海市,3
1692,请问中华电信的口号是什么？,沟通人间情，链接世界心（1996年） 为了你 一直走在最前面（一般服务标语） 移动 触动 真感动 keep in touch（手机服务标语） 每一句话都是思念（国际电话）,1
1693,请问日本有哪些主要的宗教？,神道教，佛教[2],6
1694,请问河口槭是不是中国特有的？,否,1
1695,请问angel beats!的正式翻译名是什么？,天使的脉动[注 1][1],1
